 sph_density sph_internal_energy sph_pressure sph_soundspeed eos_pressure eos_soundspeed
113 3803.5642399999997 6360766.578055 50629241718.54276 5653.641573 50609031123.38118 5652.665801469716
114 2402.1284920000003 1972200.044453 496896811.043919 5219.891858 497252729.02037674 5219.555319286978
115 4099.68525 6920617.535694 57770986137.87116 5930.291421 57759677985.832565 5929.839631540022
116 9070.704256 5182975.9643830005 97382748425.01904 6756.8680620000005 726193784417.0135 18192.238981145358
117 9700.249355 5537434.590932 122795745179.2163 7170.716458 903001728061.3793 19249.34225698918
118 4839.4280100000005 10536268.096266 99652687258.47408 9169.634958 99740173461.1374 9171.271313052635
119 3872.6000950000002 7413788.265342999 57499568568.48224 5936.902781000001 57521925577.12449 5937.850693824941
120 2027.2745989999999 3333800.034625 129.49554799999999 0.0006190000000000001 129.49979213777144 0.0006190057377112946
121 4400.755187 6790123.488485 61955921448.91696 6227.085407 61940982163.72581 6226.579481480096
122 4230.513059000001 6226942.620541001 55529647727.52881 5889.600235 55526745620.54669 5889.487751857676
123 3494.4584659999996 5689323.912139 43287502815.904495 5582.502014 43267746238.97494 5581.38874342854
124 7287.026059000001 7018242.742619 60007645924.28885 5813.634543 356418844715.3135 14955.833645248244
125 3222.3431739999996 3244193.146724 26894125992.77509 5142.060508 26900511289.603745 5142.503610589986
126 10771.918551 8859284.901359 207825650103.5354 8281.37191 1271969587243.2087 20986.632046239996
127 3960.867504 5366065.564822 46687472645.48446 5433.649073 46655242219.68253 5432.146324257712
128 1665.575297 5306534.356818 84892.66937799999 0.27253299999999997 84901.34351749928 0.2725573518227681
129 9189.615656999998 6000221.108125 110527864683.7199 6985.295765999999 763249184834.2664 18416.969629800387
130 3438.7491990000003 4658038.272548 37015251495.267715 5311.868311 37014430385.983315 5311.819307739648
131 10745.954979 6767687.172604 179007357736.0345 7931.688845000001 1245775046523.4155 20912.3738693606
132 9735.501054999999 5964659.476836 129336075424.79358 7271.782939 916838823449.583 19315.70923656459
133 4253.17275 6535018.7221059995 57759214860.17064 5986.434967 57779409554.300186 5987.177766766612
134 5403.143225 5563264.378214 105737074234.50343 10364.710811 105706785754.0101 10364.267584876807
135 3779.7404159999996 4858854.427886 41700071467.69345 5218.291020000001 41684521530.89097 5217.4685514671055
136 7303.628887000001 6409172.622522 56095341131.85082 5738.158460000001 354373983105.1742 14962.462090154433
137 9131.296286 5257766.533505 100296219339.4816 6807.756523999999 742278118833.4075 18298.343418623655
138 3727.2739070000002 4842255.332765 41065082966.60326 5208.451932999999 41049796248.60253 5207.62408851433
139 8775.60722 6044598.568701 97130323636.47356 6764.477013 657837348335.6367 17708.59756964705
140 4321.630995 6422635.191271 58228465741.008415 6043.232986 58228756163.8698 6043.243638248947
141 3494.1920200000004 4139823.999551 34775015490.724724 5084.487831 34764889780.950035 5083.867222733948
142 2448.781109 2260957.195071 3012991526.709662 5644.833921 3017610697.7616076 5645.282353605006
143 4556.212579 7720882.226015 71018931132.65575 6633.308556 70992615525.2708 6632.522616033227
144 3738.6139369999996 4608275.001538 39836962841.18741 5136.932851 39819686158.25936 5136.00198110116
145 2431.597855 1928260.8542580002 1131826577.000546 5442.315439 1135744559.648575 5442.689124472967
146 7422.957979000001 6722041.990645 61485398748.80865 5907.656614 376564078498.7176 15222.214279693551
147 9309.808606999999 5981558.88615 114401539214.54504 7046.228907 793803385697.1135 18622.534647286215
148 1671.856372 5196979.296426 60203.690787 0.20281400000000002 60208.607166571644 0.20282765345811976
149 5051.43588 9029527.217288 103041984796.21127 9668.937172 103100392404.42754 9669.946916283565
150 8072.547262 5622868.892212001 71137961650.26462 6272.962268 494258093794.32153 16429.007755584254
151 10164.768740000001 8182968.116407 172920719362.1469 7876.337454 1063754228784.5083 20047.961718553324
152 4072.324234 8520270.635148 66801430654.06976 6275.266509 66818276312.228615 6275.885958217817
153 4027.3925799999997 6757207.521135 55774644084.01312 5839.387287 55764659130.45584 5838.972727190383
154 8982.535477 5543868.261633 98610117734.8608 6782.323984000001 706622107568.8142 18050.055352209485
155 2335.402085 2968286.289028 2537443613.000069 5247.206365 2540321292.886434 5248.580877076224
156 10800.057862 6907181.190983 183230904760.44687 7982.828965000001 1264985131892.9954 20997.630897220417
157 9017.999324 6828822.070954 113351272413.4461 7042.716634 726165652686.2566 18144.35595524405
158 9569.917137999999 5379996.506558999 116207337629.93456 7068.102856 863594927240.9113 19034.188891718586
159 4261.827863 6945358.770253999 60449304970.53391 6089.920977000001 60438670148.01465 6089.531596227347
160 3599.698299 4713598.826522 39048000574.05115 5205.378919 39027321982.54155 5204.201033898195
161 2724.628964 2055386.0710419999 10865645633.99548 6160.386616 10883821889.585632 6161.787393565908
162 2193.998653 2357848.109768 -1067693295.396191 1108.8751029999999 -1068938379.9923548 1110.1682119944176
163 4230.509642 6455870.3616349995 56921200487.9496 5943.5340049999995 56932990075.129745 5943.99095874145
164 2197.53835 4038185.0229339995 2574183770.2968717 5453.695393999999 2574324621.6434846 5453.711000172804
165 9399.434175 4862402.2718279995 104188200671.832 6869.969222 809495482212.5099 18745.163688479486
166 10988.389734 8499989.892225 213171934172.21936 8333.262611 1345135404279.9878 21304.517994076312
167 1690.8898190000002 3394799.595263 166.629449 0.0009449999999999999 166.62950264020833 0.0009447622752643906
168 2371.81047 1977964.667834 -318973840.777951 4925.067516 -318845634.58701485 4924.834293896664
169 4268.958304 8366619.723371001 69210638657.08624 6403.02112 69221382460.38808 6403.381256123463
170 2781.011283 4595930.083705001 24254460066.231827 6783.923501 24307852338.773296 6787.4098130906295
171 1731.81334 4192351.776702 4281.7687829999995 0.018056 4281.768833681545 0.018055941859082963
172 9813.449235 5382449.23625 124717158481.4173 7198.372122 934819823449.7434 19429.925174472977
173 3833.0269789999998 6016816.97393 48992645697.07415 5562.928632 48974225860.91392 5562.050661796291
174 3829.6048619999997 5426244.549017 45538088042.745705 5395.124505 45509688141.013535 5393.712646492769
175 2330.9054960000003 1961439.2960189998 -1513805555.1552038 4852.727158 -1515098024.6266224 4852.9133244368195
176 4367.487072999999 6624872.153201 60318574201.82764 6148.135501 60303262004.042274 6147.606630459488
177 10846.391094 7208658.221811 189333836995.40274 8056.401690000001 1282965497754.642 21073.53281716319
178 1812.7838600000002 5477735.520121 123501.312624 0.349603 123504.1072564876 0.3496097177804082
179 3006.673932 2628456.216096 20417552040.400364 5429.591099 20437065672.138523 5431.043328773049
180 9165.197177 4855436.920055 96584215705.95581 6739.905297 747643281995.7274 18346.6233464478
181 2907.505226 2627850.082088 18412594655.64665 5727.390990999999 18431379540.28403 5728.789186072543
182 3689.4813310000004 4720837.246618 39979750804.84255 5177.255226 39973746458.40449 5176.924802896963
183 3693.214005 4499655.466 38756937161.786224 5106.799206000001 38747282658.602615 5106.248374758789
184 9549.829617 5103502.18193 112090986903.1925 7000.879023 855444238262.9071 18995.359148081254
185 3110.811319 3637643.401122 27295572576.629025 5522.886957 27320640577.122807 5524.594748720685
186 10579.454556 6506678.422916001 168598012821.8791 7803.163054000001 1188074443295.68 20652.50381245743
187 10217.314333 6197181.154465 150265581445.02362 7565.436398000001 1064757628499.0387 20090.86960838698
188 2439.4164960000003 1909066.8545290001 1279826920.433637 5467.752713 1285226719.438942 5468.3045664445335
189 1767.334163 3658867.7236599997 564.096025 0.002747 564.1013424817992 0.0027468589031192157
190 2709.9314280000003 2149876.37099 10853837043.366337 6249.41048 10868267281.57267 6250.522146875077
191 2778.531204 3070147.1771259997 17220200829.33554 6309.714129999999 17252395295.89847 6312.0576289572155
192 1627.255523 4832580.287583 26421.315801 0.100535 26422.356049144277 0.10053844866562756
193 10147.804168 6571766.353341 152311982371.38712 7596.093714 1044699039293.5371 19991.253392281007
194 2403.785762 2958210.718636 4484222101.183903 5763.217176 4497988952.9705305 5764.553707284778
195 5017.733389999999 9587461.522211 104484304048.22295 9628.438664 104509407918.0608 9628.870167580835
196 4086.741043 5975959.05724 51899994826.84864 5685.711606 51901928261.346054 5685.792651725103
197 9348.169288 4759036.957583999 101280921673.13939 6820.238834999999 793661309387.7195 18659.28878149064
198 2515.639904 1874301.0542799998 3397908575.101772 5720.335035 3405059245.9331985 5721.00534922114
199 5025.765881 9658184.10148 105442081277.34595 9660.846221 105499990433.5679 9661.836538925676
200 4657.356979 8039451.283927 75428103007.98233 6844.6769810000005 75390856138.02834 6843.6292548640695
201 4614.590899 7431975.052066 70523969873.83485 6667.756068 70493103847.20296 6666.8653910682915
202 2187.996424 2712616.2391830003 20226872.337168 171.29900700000002 20232163.775580127 171.34381971098716
203 4390.77642 10468495.155143 84387088450.95265 6930.968404000001 84336400946.46936 6929.447094673354
204 3734.9755990000003 4685848.26591 40245617707.34008 5160.5468710000005 40229312263.18434 5159.666895556517
205 8795.46724 5388703.389886 90918835028.46304 6645.5518759999995 657581302621.3492 17724.49417753042
206 3164.501818 3832167.524547 29133763341.871124 5472.399353 29139254084.684788 5472.771281027764
207 2900.408828 2509464.468956 17684464210.55129 5707.418191 17701075398.47159 5708.65439598168
208 5017.501394 8256576.951710001 95630751463.68697 9472.282237000001 95725317960.85133 9473.988148406484
209 9148.913266 6367451.593875 113084513614.94135 7030.976567000001 755854408377.4088 18356.39110119875
210 4448.618665999999 6995484.407295 64180099314.40265 6336.246731 64155485244.62236 6335.4367315139825
211 9170.105232 7676266.635182001 127535690333.24643 7270.864843 771980360180.4182 18425.18370578228
212 1988.428809 3060254.7919 22.354616 0.000126 22.354745391251694 0.00012645127087170235
213 3704.18251 4770946.663232 40429626241.369095 5191.051432 40407667816.95553 5189.850560612475
214 9464.098006999999 5919932.529423 119104667737.94493 7118.356218999999 837096536962.9154 18874.60831812657
215 2316.158487 2531597.231638 739422658.359631 3503.3322409999996 740042340.2439865 3503.8264918487316
216 4431.188045 6822330.842714 62735128410.367035 6275.198251 62721496223.05505 6274.74491276994
217 10363.874264 6096711.318137 154568226799.7571 7621.364287 1112779281739.2078 20314.17313574671
218 4495.988846 8508735.419899 74600363684.40097 6696.234087 74595558276.12433 6696.091849191065
219 3407.7556200000004 4461029.005528 35601001649.588165 5281.715989 35598983413.78499 5281.589665158157
220 2288.475125 2036952.1373299998 -1854413082.558437 3592.539129 -1859624013.662863 3600.751461154014
221 3364.525492 4292994.031883 34204938311.546825 5279.738517 34196814162.881653 5279.225162296485
222 1601.7976199999998 4965506.132567 34184.670864 0.129941 34184.26016020044 0.12993984755856072
223 4110.74234 6947849.600486 58108928455.767525 5946.332982 58086415371.95977 5945.438931938411
224 9217.694870000001 5381956.054345 104414835825.19176 6878.178126000001 765358969895.8396 18449.95115687483
225 4119.2074219999995 6123395.419989 53262315365.507515 5752.830075 53245933980.27808 5752.154752374529
226 10155.670022 6222624.5821239995 148219780275.44278 7538.31645 1044418515725.5845 19996.662819796307
227 1678.5079660000001 5313214.247196 86402.23429600001 0.27469 86407.76844463324 0.27470569337024103
228 9384.243289 4884527.993561 104022075223.4201 6867.360962000001 805236723865.7854 18720.953823295687
229 10908.285409999999 6943053.349834 188360419203.81744 8042.703409000001 1301717479563.583 21163.540957767807
230 9665.43729 5513658.932403 121233643447.93015 7146.802554999999 892626362863.5944 19192.29424032252
231 2762.763689 2776248.579957 15358578455.204859 6268.228219 15392317170.646366 6270.736742809125
232 3276.664077 4777266.424029 35644143793.478294 5574.043464 35650949523.98901 5574.465278276926
233 4063.22831 5605756.297342 49352772550.10685 5569.768211 49357063812.082466 5569.9579537169275
234 9703.732619 7433138.438286999 145385301717.77246 7515.261689 919673081530.7809 19295.813772898902
235 4489.564728 11206532.174556 91007789254.49641 7159.971503 91027370192.2227 7160.502749050829
236 9085.485969 6351842.775368 110797544111.15561 6994.757003 739518704358.8065 18247.453652730463
237 2128.981648 4321465.543097001 1801062186.670832 4335.463589 1801292794.4487317 4335.843792398934
238 2259.605155 2442248.679361 -9872848.001648 10.253653 -9872835.228987876 10.253639607339913
239 9066.983834999999 5904763.794934 105322002621.38481 6899.690947 731139106105.2747 18204.334142168642
240 2129.772503 2312635.969006 -866092391.497626 899.4982869999999 -867004664.6875497 900.4457472443908
241 3894.13771 5781580.451388 48339447106.572105 5514.993177 48319235740.36224 5514.057310774909
242 1601.9079869999998 4170337.030243 3950.4944990000004 0.018134 3950.4737155667376 0.018133665706425776
243 10547.257294 6488968.082617 167127074165.52682 7784.812056999999 1177191508790.2178 20602.779184455565
244 4229.296971 6878950.602146001 59509158266.134834 6039.893188 59496848075.65318 6039.434578978668
245 8851.3905 6046213.6900160005 99680420801.46376 6807.936714 677212377866.3627 17838.50811277846
246 2762.668081 2976744.479827 16281442787.049583 6336.321739 16312567501.633823 6338.5880390425145
247 4109.650968 6081006.864746 52872658875.19498 5733.674187 52855512362.56535 5732.9638364998655
248 1556.887674 4684116.424066001 17751.861307 0.073112 17752.427150793363 0.07311450075013477
249 4548.454453 7750604.120221001 71014620130.48724 6627.054157 71007959968.51607 6626.854341593293
250 3913.6905159999997 6476930.1023470005 52618738765.77294 5709.157101 52625569664.73084 5709.47032479664
251 4585.604139 7295011.953567 68953932033.98544 6596.06725 68943342069.176 6595.745756616006
252 3253.447477 3338218.170406 27777650320.652527 5120.143014 27777021535.474796 5120.09955579189
253 2260.264529 2393307.56286 -10900492.903614 11.320935 -10897191.479028516 11.317505914483808
254 1880.7590670000002 3068083.306116 22.984003 0.00013700000000000002 22.984032768945198 0.00013739828253609478
255 4862.440903 10234506.632309 99083907289.74367 9208.247572 99132910020.90117 9209.181611629163
256 8597.971014 6130860.396906 92180422159.08168 6679.976176 615002587236.3119 17400.973125538112
257 2918.1195789999997 3024713.46515 20580612832.255062 5835.843067 20593229414.05155 5836.760113095685
258 4494.95785 7004612.666572 65144610020.28589 6402.8252600000005 65141021879.0797 6402.710466017058
259 3777.7184439999996 5416505.116436 44919375095.47029 5386.17251 44885320875.29605 5384.437863946552
260 1754.3376600000001 4655948.605457 16108.649722999999 0.059502 16108.597973925731 0.05950137529555217
261 4670.090873 7594122.147225 72878486966.07144 6784.3391010000005 72848143191.59102 6783.492081743569
262 3322.791306 5355524.550237 39295335915.37684 5684.096036 39312119270.86134 5685.085070290194
263 2913.995361 4508812.802185 27537662358.390564 6336.331447 27606951390.783913 6340.95985755429
264 4109.813864 5740583.161418 50810445236.85327 5647.99061 50801233122.82462 5647.594170712653
265 2379.506739 2751405.006161 2950463534.432245 5598.105805 2955208255.63433 5598.59225845678
266 4126.5877310000005 7017104.608511 58722343058.84076 5974.259551 58737222499.722824 5974.845351157185
267 3819.9667170000002 6318268.025556 50576731319.098434 5642.934235 50559383353.68416 5642.102247463537
268 2109.995189 2655802.5443369998 1.37986 9e-06 1.3798651189540383 8.78167300996775e-06
269 2261.924682 2153140.952776 -823725519.2031571 1196.6908449999999 -827012404.6620568 1201.3942924730766
270 7799.88154 5916227.681871 65771723065.6585 6169.271752000001 442498388489.1192 15917.933903504188
271 9276.112637999999 4986259.008455 101750301874.1584 6829.8609670000005 777033723081.8135 18540.82747769823
272 9284.406955 5825949.46926 111769321143.52765 7002.772606 786037633771.2334 18575.25848410144
273 8922.31662 5895344.29455 100374225220.22269 6817.195342 694104388333.9182 17956.02147142524
274 3373.707622 7235186.835183 49843838574.93766 6154.578252 49880503330.55078 6156.513957349179
275 10351.452252 6411789.364526 158295117831.5273 7672.426820999999 1111265089532.8545 20300.835786721902
276 5059.204449 10099347.018622 110620892632.34967 9812.178535 110669035113.27022 9812.985453287465
277 3698.290628 5626732.596706 45210927909.3297 5451.405492 45221338104.86284 5451.953773157955
278 2390.850542 1912516.1435580002 -66643708.037113 5180.256405 -64287917.13620316 5180.140739054942
279 2737.597529 2549599.017943 13526948383.319485 6283.876593 13556612920.198519 6286.082411599588
280 10513.972084 6756228.812701 169420629369.35016 7815.712384 1168327053401.6187 20556.383488378102
281 2870.147371 2307851.547434 16046584479.728937 5729.982796 16064725498.091143 5731.361744105971
282 4677.797850999999 7612206.704612 73144504325.52995 6819.053568 73168996887.87807 6819.732518633766
283 4225.149429 8790381.958801 70993490460.36345 6448.817183 70982433507.23508 6448.438373003
284 3912.4686850000003 7265522.948956 57185021083.19355 5909.94206 57195281808.00071 5910.392078459802
285 5001.980032 9372925.125753 102084800132.31645 9554.251643000001 102108376674.56448 9554.66119860971
286 3576.412279 5170416.093388 41354644642.38638 5362.17783 41339704435.19057 5361.357610839652
287 2153.937821 2686697.045682 1.618158 1e-05 1.6181645799881927 1.0054229007137124e-05
288 5047.270284 10512349.566786999 112535253942.84915 9821.914676 112563201315.23244 9822.373806737947
289 4548.358999 8004257.823480001 72570441796.59505 6673.658982 72606959585.90726 6674.754638530432
290 3392.3779799999998 3624981.091572 30886174867.428036 5008.128251 30900307195.61998 5009.050704792844
291 10043.536992 6363728.922327 145724134301.2021 7506.069558 1010239714469.3608 19823.01731558648
292 3892.8081549999997 5100845.724531 44326380131.10462 5321.939414 44305278752.61744 5320.878965943895
293 11139.548636 7841455.794128999 211047495683.205 8302.715853 1396840962466.6 21513.86877449191
294 4339.987437 6490117.097816001 58976552158.927414 6082.102148 58966817480.94876 6081.749013846605
